time,open,high,low,close,Volume
1771387200,1.35532,1.35536,1.35525,1.3553,217
1771387380,1.35531,1.35531,1.35518,1.35518,155
1771387560,1.35519,1.3553,1.35507,1.35508,164
1771387740,1.35508,1.35517,1.35498,1.35516,176
1771387920,1.35516,1.3553,1.35516,1.3553,93
1771388100,1.35528,1.3554,1.35528,1.35539,101
1771388280,1.3554,1.3555,1.35538,1.35548,89
1771388460,1.3555,1.3556,1.35539,1.35541,168
1771388640,1.35542,1.35542,1.35533,1.3554,69
1771388820,1.3554,1.35542,1.3553,1.35539,76
1771389000,1.35538,1.35544,1.35535,1.35542,86
1771389180,1.35543,1.35558,1.35542,1.3555,118
1771389360,1.35549,1.35559,1.35549,1.35552,152
1771389540,1.35556,1.35557,1.35541,1.35543,147
1771389720,1.35544,1.35548,1.3554,1.35548,106
1771389900,1.35547,1.35554,1.35538,1.35539,120
1771390080,1.35538,1.35542,1.35534,1.3554,75
1771390260,1.35541,1.3555,1.35538,1.35546,112
1771390440,1.35546,1.35546,1.35539,1.35544,117
1771390620,1.35544,1.35546,1.35536,1.35538,82
1771390800,1.35538,1.35549,1.35537,1.35546,107
1771390980,1.35547,1.35554,1.35543,1.35552,123
1771391160,1.35553,1.35568,1.35552,1.35562,139
1771391340,1.35562,1.35568,1.3556,1.35563,91
1771391520,1.35562,1.3557,1.35562,1.35568,109
1771391700,1.35567,1.35574,1.35562,1.3557,119
1771391880,1.35569,1.3557,1.35562,1.35566,109
1771392060,1.35565,1.3557,1.35557,1.35569,85
1771392240,1.35568,1.35568,1.3556,1.35564,82
1771392420,1.35562,1.35568,1.3556,1.35566,162
1771392600,1.35565,1.35574,1.35558,1.35558,138
1771392780,1.35558,1.35566,1.35557,1.35566,79
1771392960,1.35566,1.35579,1.35561,1.35578,115
1771393140,1.35578,1.35584,1.35562,1.35568,141
1771393320,1.35568,1.3557,1.35566,1.35568,55
1771393500,1.35569,1.35571,1.35568,1.35568,51
1771393680,1.35568,1.3557,1.35567,1.35568,27
1771393860,1.35567,1.35572,1.35567,1.35568,61
1771394040,1.35568,1.35586,1.35568,1.35582,76
1771394220,1.35582,1.35596,1.3558,1.3559,99
1771394400,1.3559,1.35597,1.35576,1.35576,81
1771394580,1.35576,1.3558,1.3557,1.35576,162
1771394760,1.35576,1.3558,1.35568,1.35568,97
1771394940,1.35568,1.35568,1.35552,1.35554,160
1771395120,1.35554,1.35561,1.35538,1.35558,144
1771395300,1.35558,1.35562,1.35553,1.3556,118
1771395480,1.35558,1.35563,1.35548,1.35558,176
1771395660,1.35558,1.3556,1.35556,1.35558,77
1771395840,1.35558,1.3557,1.35556,1.35569,118
1771396020,1.3557,1.3558,1.3557,1.35574,167
1771396200,1.35574,1.35582,1.3556,1.35562,167
1771396380,1.35562,1.35574,1.35557,1.3556,183
1771396560,1.3556,1.35562,1.3555,1.35559,148
1771396740,1.3556,1.35576,1.3556,1.35567,230
1771396920,1.35568,1.35578,1.35564,1.35575,150
1771397100,1.35573,1.35579,1.35568,1.35576,147
1771397280,1.35576,1.35602,1.35572,1.35594,206
1771397460,1.35593,1.35598,1.35582,1.35584,156
1771397640,1.35584,1.35607,1.3558,1.35602,223
1771397820,1.35602,1.35668,1.35602,1.35642,363
1771398000,1.35644,1.35786,1.35592,1.3566,973
1771398180,1.3566,1.3566,1.35608,1.3563,509
1771398360,1.35632,1.35634,1.3559,1.35602,484
1771398540,1.35603,1.35622,1.35572,1.35592,340
1771398720,1.35592,1.35594,1.35569,1.35572,397
1771398900,1.35575,1.35592,1.35558,1.35576,408
1771399080,1.35576,1.35588,1.35555,1.35572,325
1771399260,1.35571,1.35607,1.35569,1.35581,359
1771399440,1.3558,1.3558,1.3556,1.35566,241
1771399620,1.35564,1.35581,1.35564,1.35567,342
1771399800,1.35566,1.35602,1.35557,1.35592,407
1771399980,1.35592,1.35616,1.35588,1.356,307
1771400160,1.35599,1.35602,1.35574,1.3559,392
1771400340,1.3559,1.35616,1.35572,1.35575,427
1771400520,1.35576,1.35634,1.35564,1.35614,462
1771400700,1.35613,1.3563,1.35569,1.35571,578
1771400880,1.35572,1.35572,1.35537,1.35544,405
1771401060,1.35543,1.35574,1.35542,1.35571,252
1771401240,1.35572,1.35644,1.35563,1.35628,505
1771401420,1.35628,1.35628,1.35606,1.35616,601
1771401600,1.35616,1.35682,1.35616,1.35651,882
1771401780,1.3565,1.35661,1.35596,1.35598,592
1771401960,1.35598,1.35626,1.35594,1.35618,456
1771402140,1.35618,1.3563,1.356,1.35622,389
1771402320,1.35621,1.35642,1.35618,1.35623,420
1771402500,1.35624,1.35673,1.35616,1.35657,574
1771402680,1.3566,1.35669,1.3564,1.35668,362
1771402860,1.35669,1.3567,1.3559,1.3559,510
1771403040,1.35591,1.35617,1.35571,1.356,439
1771403220,1.35601,1.35626,1.35588,1.3562,411
1771403400,1.3562,1.35639,1.35619,1.35634,228
1771403580,1.35636,1.35654,1.35628,1.35643,330
1771403760,1.35644,1.35654,1.35634,1.35636,330
1771403940,1.35636,1.35642,1.35618,1.35624,249
1771404120,1.35625,1.3563,1.35583,1.35594,356
1771404300,1.35594,1.3563,1.35594,1.35618,413
1771404480,1.35619,1.35647,1.3561,1.35614,308
1771404660,1.35615,1.3564,1.35606,1.35634,225
1771404840,1.35636,1.35652,1.3561,1.3565,409
1771405020,1.35652,1.3568,1.35648,1.35659,489
1771405200,1.35658,1.35718,1.35653,1.35716,353
1771405380,1.35717,1.35742,1.35689,1.35724,467
1771405560,1.35726,1.35758,1.35726,1.3575,471
1771405740,1.3575,1.3576,1.35722,1.35724,366
1771405920,1.35723,1.35736,1.35708,1.35732,500
1771406100,1.3573,1.3573,1.35697,1.35708,303
1771406280,1.35708,1.35718,1.35694,1.35718,231
1771406460,1.35716,1.35722,1.35707,1.3572,211
1771406640,1.3572,1.3572,1.357,1.357,221
1771406820,1.357,1.35712,1.35696,1.35706,314
1771407000,1.35706,1.35706,1.35677,1.35678,307
1771407180,1.3568,1.3569,1.3567,1.35678,255
1771407360,1.35677,1.35688,1.3567,1.35676,197
1771407540,1.35677,1.3569,1.35672,1.35678,332
1771407720,1.35679,1.3569,1.3566,1.35669,284
1771407900,1.3567,1.3569,1.35662,1.35687,201
1771408080,1.35686,1.35696,1.35678,1.35696,215
1771408260,1.35694,1.35752,1.35685,1.35751,340
1771408440,1.35749,1.35785,1.35746,1.35775,269
1771408620,1.35775,1.35794,1.3574,1.35746,447
1771408800,1.35746,1.35788,1.35738,1.35784,452
1771408980,1.35784,1.35788,1.35755,1.35779,378
1771409160,1.35778,1.3582,1.35778,1.3578,367
1771409340,1.3578,1.35784,1.3576,1.35778,259
1771409520,1.35778,1.3579,1.3576,1.35761,231
1771409700,1.35762,1.35776,1.35758,1.35771,244
1771409880,1.3577,1.3577,1.35754,1.3577,131
1771410060,1.3577,1.35811,1.35768,1.35811,168
1771410240,1.35812,1.35822,1.35798,1.358,159
1771410420,1.35799,1.35819,1.35794,1.35806,213
1771410600,1.35807,1.35812,1.35774,1.35776,245
1771410780,1.35775,1.35778,1.3571,1.35721,317
1771410960,1.3572,1.35724,1.35702,1.3571,146
1771411140,1.35708,1.35721,1.35697,1.35702,123
1771411320,1.35701,1.3571,1.35678,1.35704,251
1771411500,1.35704,1.35758,1.35704,1.3575,341
1771411680,1.3575,1.3575,1.35728,1.35728,231
1771411860,1.35726,1.35738,1.35712,1.35719,250
1771412040,1.3572,1.3572,1.35659,1.3567,265
1771412220,1.35671,1.35678,1.35658,1.35662,227
1771412400,1.35662,1.35672,1.3566,1.3567,282
1771412580,1.35672,1.35681,1.35668,1.3567,247
1771412760,1.35669,1.35677,1.35663,1.35676,201
1771412940,1.35676,1.3568,1.35661,1.35665,206
1771413120,1.35666,1.35681,1.35659,1.3568,271
1771413300,1.3568,1.3568,1.35658,1.35678,241
1771413480,1.35678,1.35698,1.35678,1.35689,160
1771413660,1.35688,1.35702,1.35674,1.357,179
1771413840,1.357,1.35719,1.35694,1.35708,255
1771414020,1.35708,1.35724,1.3569,1.357,187
1771414200,1.357,1.35718,1.35698,1.35714,200
1771414380,1.35714,1.35721,1.357,1.35707,225
1771414560,1.35706,1.35712,1.35699,1.35711,164
1771414740,1.35712,1.35723,1.3571,1.35718,157
1771414920,1.35718,1.3572,1.35701,1.3571,181
1771415100,1.3571,1.35726,1.35706,1.3572,180
1771415280,1.3572,1.35749,1.3572,1.3574,176
1771415460,1.3574,1.35742,1.35713,1.35716,137
1771415640,1.35715,1.35722,1.35686,1.35692,226
1771415820,1.35693,1.35739,1.35693,1.35737,194
1771416000,1.35738,1.35786,1.35727,1.35736,394
1771416180,1.35736,1.35752,1.35727,1.35728,387
1771416360,1.35729,1.35742,1.35718,1.35729,326
1771416540,1.3573,1.35752,1.3572,1.35751,291
1771416720,1.3575,1.35772,1.35746,1.35764,245
1771416900,1.35764,1.35796,1.3576,1.35784,270
1771417080,1.35783,1.35797,1.35749,1.3575,278
1771417260,1.35752,1.35798,1.35752,1.35798,291
1771417440,1.35798,1.35802,1.35773,1.35773,366
1771417620,1.35772,1.35798,1.35772,1.35791,335
1771417800,1.35792,1.35796,1.35742,1.3577,524
1771417980,1.3577,1.35792,1.35767,1.3579,396
1771418160,1.3579,1.358,1.35775,1.3578,440
1771418340,1.3578,1.35799,1.35772,1.35778,262
1771418520,1.35778,1.35789,1.35769,1.35773,261
1771418700,1.35772,1.3578,1.35746,1.35749,247
1771418880,1.35748,1.35768,1.35744,1.35748,256
1771419060,1.35747,1.35748,1.35716,1.3572,317
1771419240,1.3572,1.35728,1.35699,1.35711,367
1771419420,1.3571,1.35748,1.35697,1.35733,416
1771419600,1.35733,1.35774,1.35733,1.3576,471
1771419780,1.35761,1.35802,1.35753,1.3579,341
1771419960,1.3579,1.35815,1.3579,1.35801,257
1771420140,1.35802,1.35803,1.35765,1.35768,432
1771420320,1.35768,1.35772,1.35757,1.35765,223
1771420500,1.35768,1.35782,1.35762,1.35776,281
1771420680,1.35772,1.35773,1.35737,1.35748,369
1771420860,1.35747,1.35754,1.35678,1.35688,306
1771421040,1.35688,1.35712,1.35685,1.35692,218
1771421220,1.35692,1.35693,1.35657,1.35666,177
1771421400,1.35662,1.35692,1.35646,1.3569,403
1771421580,1.35688,1.35689,1.35636,1.35636,358
1771421760,1.35636,1.35672,1.35632,1.3565,511
1771421940,1.3565,1.35655,1.35634,1.35644,460
1771422120,1.35645,1.35656,1.3562,1.35626,466
1771422300,1.35627,1.3565,1.35609,1.3564,465
1771422480,1.3564,1.35652,1.35624,1.35629,287
1771422660,1.3563,1.3564,1.35586,1.35609,396
1771422840,1.35606,1.35612,1.35559,1.35565,364
1771423020,1.35564,1.35565,1.3552,1.35521,446
1771423200,1.35522,1.35586,1.3551,1.35582,546
1771423380,1.3558,1.3558,1.35506,1.35508,412
1771423560,1.35508,1.35534,1.35464,1.35485,554
1771423740,1.35484,1.35492,1.35438,1.3546,457
1771423920,1.3546,1.35499,1.35457,1.35496,256
1771424100,1.35496,1.35498,1.35446,1.35446,515
1771424280,1.35448,1.35448,1.35396,1.354,595
1771424460,1.35399,1.35399,1.3533,1.35335,788
1771424640,1.35337,1.35385,1.35334,1.35382,774
1771424820,1.35382,1.35419,1.35351,1.35365,768
1771425000,1.35365,1.35422,1.35336,1.35422,996
1771425180,1.35424,1.35428,1.35379,1.3541,522
1771425360,1.3541,1.35411,1.35348,1.3538,745
1771425540,1.35384,1.35412,1.35374,1.35381,805
1771425720,1.3538,1.35434,1.35371,1.3539,880
1771425900,1.35389,1.35394,1.35368,1.35378,792
1771426080,1.35378,1.35428,1.35367,1.35408,812
1771426260,1.35407,1.35424,1.35379,1.35418,649
1771426440,1.35417,1.35432,1.35352,1.35368,686
1771426620,1.35368,1.3539,1.35356,1.35373,704
1771426800,1.35372,1.35468,1.35356,1.35458,700
1771426980,1.35458,1.35522,1.35458,1.3546,839
1771427160,1.3546,1.35463,1.35406,1.35421,846
1771427340,1.35422,1.35438,1.35378,1.35387,761
1771427520,1.35388,1.35389,1.35358,1.3538,695
1771427700,1.35382,1.3542,1.35355,1.35401,854
1771427880,1.35399,1.3542,1.35396,1.35396,535
1771428060,1.35399,1.35413,1.35394,1.35403,415
1771428240,1.35402,1.35402,1.35361,1.3539,533
1771428420,1.3539,1.35424,1.3538,1.35418,344
1771428600,1.35418,1.35446,1.35414,1.35446,462
1771428780,1.35445,1.35486,1.35426,1.35482,563
1771428960,1.35482,1.35488,1.35457,1.35479,396
1771429140,1.35478,1.35528,1.3546,1.35519,509
1771429320,1.35518,1.35531,1.35497,1.35498,452
1771429500,1.35498,1.35536,1.3546,1.35536,684
1771429680,1.35538,1.35538,1.3546,1.3546,448
1771429860,1.3546,1.35474,1.35402,1.35406,522
1771430040,1.35406,1.35456,1.35391,1.35456,697
1771430220,1.35457,1.35466,1.3544,1.35458,496
1771430400,1.35458,1.35463,1.35438,1.3546,606
1771430580,1.3546,1.35575,1.3546,1.35538,510
1771430760,1.35538,1.35553,1.35528,1.35528,507
1771430940,1.35528,1.35532,1.35493,1.35508,475
1771431120,1.35507,1.3552,1.35461,1.35512,560
1771431300,1.35511,1.35513,1.35486,1.35488,401
1771431480,1.35488,1.35498,1.35476,1.35489,360
1771431660,1.35487,1.35491,1.35468,1.35471,563
1771431840,1.35472,1.35501,1.3546,1.35486,421
1771432020,1.35484,1.35484,1.35451,1.3547,506
1771432200,1.35469,1.3549,1.35466,1.35478,521
1771432380,1.35479,1.355,1.35468,1.355,499
1771432560,1.35499,1.35502,1.35446,1.35446,369
1771432740,1.35446,1.35458,1.35434,1.35456,371
1771432920,1.35458,1.35474,1.35438,1.35438,269
1771433100,1.3544,1.35448,1.35416,1.3543,445
1771433280,1.35427,1.35438,1.35416,1.35418,299
1771433460,1.35418,1.3542,1.35352,1.35362,548
1771433640,1.35362,1.3537,1.35356,1.35369,453
1771433820,1.35368,1.35382,1.35336,1.35338,521
1771434000,1.35338,1.3536,1.3533,1.35331,419
1771434180,1.35332,1.3534,1.35306,1.35338,340
1771434360,1.35338,1.35359,1.35332,1.3534,417
1771434540,1.35338,1.35346,1.35332,1.35337,256
1771434720,1.35338,1.35366,1.35326,1.3534,453
1771434900,1.35338,1.3534,1.35303,1.3531,465
1771435080,1.3531,1.35322,1.3529,1.3532,389
1771435260,1.35321,1.35336,1.35318,1.35324,285
1771435440,1.35324,1.35327,1.3529,1.35296,255
1771435620,1.35294,1.3532,1.35291,1.3532,298
1771435800,1.35316,1.35328,1.35295,1.353,329
1771435980,1.35297,1.35298,1.35275,1.35278,247
1771436160,1.35278,1.35279,1.35194,1.35198,476
1771436340,1.35198,1.35219,1.35162,1.35214,518
1771436520,1.35214,1.35222,1.35186,1.35199,280
1771436700,1.35197,1.35214,1.35187,1.35198,300
1771436880,1.35197,1.352,1.35127,1.3514,386
1771437060,1.35142,1.35186,1.35127,1.35166,445
1771437240,1.35168,1.35186,1.35164,1.35176,364
1771437420,1.35178,1.35222,1.35176,1.35222,373
1771437600,1.35221,1.35256,1.3522,1.3524,405
1771437780,1.3524,1.35242,1.35227,1.35228,328
1771437960,1.35229,1.35229,1.35188,1.35218,345
1771438140,1.3522,1.3522,1.35193,1.35207,226
1771438320,1.35206,1.35216,1.35198,1.35209,239
1771438500,1.35208,1.35208,1.35179,1.35197,303
1771438680,1.352,1.352,1.3514,1.3514,403
1771438860,1.35138,1.35144,1.35116,1.35119,444
1771439040,1.3512,1.35137,1.35118,1.35128,588
1771439220,1.35128,1.35151,1.35114,1.35146,480
1771439400,1.35145,1.35149,1.35106,1.3512,596
1771439580,1.3512,1.3512,1.35098,1.35111,547
1771439760,1.3511,1.35114,1.35084,1.351,543
1771439940,1.351,1.35112,1.3508,1.35092,492
1771440120,1.35091,1.351,1.35076,1.35076,717
1771440300,1.35073,1.35088,1.3506,1.3507,435
1771440480,1.3507,1.35102,1.35069,1.3509,312
1771440660,1.35088,1.3509,1.35068,1.35078,328
1771440840,1.35078,1.35127,1.35076,1.35122,302
1771441020,1.35124,1.35141,1.3512,1.35141,347
1771441200,1.35142,1.35142,1.35049,1.35066,696
1771441380,1.35066,1.3515,1.35048,1.35066,1604
1771441560,1.35066,1.3508,1.35024,1.3505,760
1771441740,1.35049,1.35058,1.35032,1.35036,515
1771441920,1.35036,1.35045,1.35026,1.35032,393
1771442100,1.35033,1.35041,1.35017,1.35026,432
1771442280,1.35024,1.35038,1.3502,1.35028,295
1771442460,1.35028,1.35032,1.35012,1.3503,247
1771442640,1.35029,1.3507,1.35002,1.35051,371
1771442820,1.3505,1.35051,1.34999,1.35008,290
1771443000,1.35009,1.35028,1.34984,1.35017,426
1771443180,1.35018,1.35042,1.35016,1.35026,401
1771443360,1.35024,1.35031,1.35,1.3502,570
1771443540,1.35019,1.35021,1.34994,1.34996,496
1771443720,1.34996,1.34996,1.34973,1.3499,341
1771443900,1.3499,1.35024,1.3499,1.35006,392
1771444080,1.35006,1.35011,1.34982,1.34992,317
1771444260,1.34992,1.34992,1.34973,1.34992,246
1771444440,1.34993,1.35004,1.34981,1.34992,338
1771444620,1.34992,1.35008,1.34981,1.35002,394
1771444800,1.35003,1.35023,1.35002,1.3502,430
1771444980,1.35022,1.35048,1.35016,1.35048,322
1771445160,1.35048,1.35048,1.35022,1.35032,223
1771445340,1.35032,1.35042,1.3501,1.35011,280
1771445520,1.3501,1.3501,1.34982,1.34998,241
1771445700,1.34998,1.3501,1.34992,1.35002,166
1771445880,1.35002,1.35014,1.34994,1.35012,148
1771446060,1.35014,1.35022,1.3499,1.35001,181
1771446240,1.35002,1.35004,1.3497,1.34972,221
1771446420,1.34972,1.3498,1.34962,1.34962,169
1771446600,1.3496,1.35,1.34952,1.34991,458
1771446780,1.34992,1.35004,1.34988,1.34988,261
1771446960,1.34989,1.34996,1.34988,1.34994,206
1771447140,1.34992,1.35,1.34986,1.34992,289
1771447320,1.34992,1.34992,1.34978,1.3498,290
1771447500,1.3498,1.34992,1.3497,1.34988,198
1771447680,1.3499,1.35014,1.34982,1.35011,197
1771447860,1.35013,1.35013,1.34998,1.35002,167
1771448040,1.35001,1.35004,1.34975,1.3499,227
1771448220,1.3499,1.35004,1.34988,1.34998,329
1771448400,1.34997,1.35017,1.34989,1.35012,236
1771448580,1.35014,1.3502,1.35006,1.35016,113
1771448760,1.35017,1.35018,1.35011,1.35018,93
1771448940,1.35016,1.35019,1.3501,1.3501,99
1771449120,1.35008,1.35008,1.34985,1.34986,126
1771449300,1.34986,1.34996,1.34982,1.34995,113
1771449480,1.34996,1.34997,1.34987,1.34996,79
1771449660,1.34996,1.34998,1.34996,1.34997,30
1771449840,1.34997,1.35006,1.34996,1.35002,91
1771450020,1.35001,1.35006,1.34997,1.35,184
1771450200,1.35,1.35001,1.34992,1.34992,107
1771450380,1.34994,1.34996,1.34988,1.34988,45
1771450560,1.34988,1.34988,1.34976,1.34978,51
1771450740,1.34978,1.34989,1.34978,1.34988,92
1771450920,1.34989,1.34996,1.34989,1.3499,33
1771451100,1.34988,1.34992,1.3498,1.3498,87
1771451280,1.34979,1.34979,1.3497,1.3497,56
1771451460,1.34968,1.34968,1.34956,1.34957,75
1771451640,1.34958,1.34958,1.34935,1.34945,205
1771451820,1.34942,1.34947,1.3492,1.34934,292
1771452180,1.34934,1.34938,1.34932,1.34932,8
1771452360,1.34935,1.34936,1.34932,1.34932,5
1771452540,1.34936,1.34994,1.34932,1.34994,34
1771452720,1.34994,1.35006,1.34984,1.34999,27
1771452900,1.35,1.35014,1.34986,1.35014,41
1771453080,1.3501,1.35011,1.34994,1.34996,53
1771453260,1.35012,1.35018,1.34974,1.34982,49
1771453440,1.34982,1.34994,1.3498,1.34982,22
1771453620,1.3498,1.34986,1.3498,1.34985,25
1771453800,1.34982,1.34984,1.34978,1.34981,59
1771453980,1.3499,1.34993,1.3498,1.34993,43
1771454160,1.3499,1.34994,1.34976,1.34977,39
1771454340,1.34978,1.34998,1.3497,1.34986,154
1771454520,1.34986,1.34996,1.34976,1.3499,1048
1771454700,1.34988,1.34993,1.34978,1.34985,355
1771454880,1.34985,1.35004,1.34977,1.34986,486
1771455060,1.34988,1.35005,1.34982,1.34998,276
1771455240,1.34998,1.35006,1.3498,1.34986,284
1771455420,1.34986,1.34998,1.34982,1.34995,252
1771455600,1.34996,1.34998,1.34957,1.34978,205
1771455780,1.34978,1.34982,1.34968,1.3497,58
1771455960,1.3497,1.34978,1.3497,1.34978,19
1771456140,1.34976,1.34981,1.34972,1.3498,83
1771456320,1.3498,1.3498,1.3497,1.34973,37
1771456500,1.34974,1.34979,1.34963,1.3497,56
1771456680,1.3497,1.34972,1.34952,1.34952,46
1771456860,1.34952,1.34958,1.34948,1.34952,71
1771457040,1.34953,1.34972,1.34942,1.3497,102
1771457220,1.34971,1.34972,1.34966,1.34972,33
1771457400,1.34972,1.3498,1.34964,1.3498,43
1771457580,1.3498,1.34981,1.34962,1.34962,24
1771457760,1.34962,1.34962,1.34958,1.34958,34
1771457940,1.34961,1.34961,1.34958,1.34958,10
1771458120,1.3496,1.34967,1.3496,1.3496,38
1771458300,1.34961,1.34968,1.34958,1.34958,53
1771458480,1.3496,1.34966,1.3496,1.3496,28
1771458660,1.3496,1.34962,1.3496,1.3496,11
1771458840,1.34957,1.34958,1.34948,1.34948,38
1771459020,1.34948,1.34957,1.34948,1.34951,69
1771459200,1.34952,1.3496,1.34942,1.34948,129
1771459380,1.34948,1.3495,1.34935,1.3494,105
1771459560,1.3494,1.34952,1.34939,1.3495,121
1771459740,1.3495,1.34953,1.3494,1.34948,198
1771459920,1.34947,1.34948,1.34937,1.34942,72
1771460100,1.34942,1.34944,1.34936,1.34938,73
1771460280,1.34937,1.34939,1.34931,1.34936,105
1771460460,1.34938,1.3495,1.34934,1.34941,163
1771460640,1.34942,1.3496,1.34942,1.3496,148
1771460820,1.34958,1.34961,1.34955,1.3496,99
1771461000,1.34958,1.3498,1.3494,1.34949,379
1771461180,1.34948,1.34954,1.34925,1.34928,331
1771461360,1.34928,1.34932,1.34914,1.3492,326
1771461540,1.3492,1.3493,1.34909,1.34912,336
1771461720,1.34912,1.34918,1.349,1.34906,260
1771461900,1.34907,1.34926,1.34905,1.3492,260
1771462080,1.34921,1.34931,1.34915,1.34921,260
1771462260,1.34922,1.34926,1.34899,1.34899,252
1771462440,1.349,1.34918,1.34891,1.34911,400
1771462620,1.34912,1.34912,1.34883,1.34896,330
1771462800,1.34897,1.34986,1.34896,1.34977,465
1771462980,1.34976,1.34976,1.34948,1.34956,351
1771463160,1.34956,1.34969,1.34938,1.34963,371
1771463340,1.34965,1.34976,1.34958,1.3496,332
1771463520,1.34958,1.34981,1.34956,1.34978,388
1771463700,1.34978,1.34986,1.34967,1.34978,372
1771463880,1.34978,1.34978,1.34958,1.34958,279
1771464060,1.34958,1.3496,1.34942,1.34947,294
1771464240,1.34946,1.34955,1.34936,1.34944,293
1771464420,1.34942,1.34946,1.34936,1.34938,211
1771464600,1.34938,1.34944,1.34936,1.34936,95
1771464780,1.34936,1.34945,1.34924,1.34936,193
1771464960,1.34938,1.34948,1.34918,1.34921,310
1771465140,1.3492,1.34938,1.3492,1.34934,234
1771465320,1.34934,1.34937,1.34921,1.34929,165
1771465500,1.34927,1.34938,1.34927,1.34938,199
1771465680,1.34938,1.34948,1.34931,1.3494,213
1771465860,1.34939,1.34956,1.34939,1.34956,177
1771466040,1.34954,1.34958,1.34948,1.3495,117
1771466220,1.3495,1.3497,1.3495,1.34964,118
1771466400,1.34964,1.34966,1.34936,1.34936,208
1771466580,1.34934,1.34954,1.34929,1.34949,259
1771466760,1.3495,1.34954,1.34939,1.34942,227
1771466940,1.34943,1.34952,1.34939,1.34948,166
1771467120,1.34948,1.3495,1.34946,1.34948,107
1771467300,1.34948,1.34949,1.3493,1.34937,131
1771467480,1.34938,1.34956,1.34938,1.34947,111
1771467660,1.34948,1.34964,1.34936,1.34938,186
1771467840,1.34938,1.34944,1.34918,1.34941,210
1771468020,1.3494,1.34948,1.34929,1.34929,162
1771468200,1.34931,1.34964,1.34928,1.34964,109
1771468380,1.34965,1.34972,1.34952,1.34954,171
1771468560,1.34953,1.34958,1.34941,1.34942,107
1771468740,1.34944,1.34962,1.34942,1.34962,133
1771468920,1.34963,1.34972,1.3496,1.34961,148
1771469100,1.3496,1.34962,1.34955,1.3496,80
1771469280,1.3496,1.34969,1.34938,1.34941,132
1771469460,1.34942,1.34942,1.34926,1.34929,65
1771469640,1.34928,1.34942,1.34923,1.34938,160
1771469820,1.34936,1.3495,1.34928,1.34949,104
1771470000,1.34948,1.3498,1.34948,1.3496,171
1771470180,1.3496,1.3497,1.34958,1.3497,80
1771470360,1.34968,1.34969,1.34964,1.34968,53
1771470540,1.34967,1.34969,1.34961,1.34963,110
1771470720,1.34964,1.34964,1.34946,1.34958,131
1771470900,1.34958,1.34958,1.3495,1.34956,66
1771471080,1.34958,1.34965,1.34946,1.34958,164
1771471260,1.34957,1.34958,1.34939,1.34946,158
1771471440,1.34944,1.34949,1.34937,1.34938,134
1771471620,1.34938,1.34943,1.34927,1.34941,193
1771471800,1.3494,1.34941,1.34928,1.34938,153
1771471980,1.34938,1.34938,1.34904,1.3491,574
1771472160,1.3491,1.34918,1.34904,1.34916,176
1771472340,1.34916,1.34924,1.3491,1.3491,106
1771472520,1.3491,1.34913,1.34906,1.3491,156
1771472700,1.34911,1.34919,1.34904,1.3491,250
1771472880,1.34911,1.34912,1.349,1.34905,210
1771473060,1.34906,1.34907,1.34884,1.349,231
1771473240,1.34897,1.34912,1.34897,1.3491,187
1771473420,1.34911,1.34914,1.349,1.3491,178
1771473600,1.3491,1.34928,1.34898,1.34903,339
1771473780,1.34904,1.34912,1.34899,1.349,167
1771473960,1.34899,1.349,1.34889,1.34891,167
1771474140,1.34892,1.34904,1.34882,1.34884,214
1771474320,1.34885,1.34891,1.34881,1.3489,77
1771474500,1.3489,1.34896,1.3489,1.34896,116
1771474680,1.34896,1.349,1.34888,1.3489,186
1771474860,1.34891,1.34892,1.34863,1.34871,185
1771475040,1.34873,1.34882,1.34868,1.34868,195
1771475220,1.3487,1.34871,1.3485,1.34852,207
1771475400,1.34852,1.34869,1.34846,1.34868,186
1771475580,1.34867,1.34876,1.3486,1.34868,100
1771475760,1.34868,1.34878,1.34855,1.3486,182
1771475940,1.34858,1.34866,1.34858,1.3486,75
1771476120,1.3486,1.3486,1.34833,1.34834,167
1771476300,1.34834,1.34842,1.3483,1.34838,180
1771476480,1.34838,1.3484,1.34818,1.34821,156
1771476660,1.34822,1.3484,1.34818,1.3484,140
1771476840,1.34839,1.34839,1.34827,1.34828,202
1771477020,1.34829,1.34854,1.34828,1.34839,240
1771477200,1.34838,1.34839,1.34823,1.34824,140
1771477380,1.34824,1.34833,1.3482,1.34822,143
1771477560,1.34824,1.34832,1.34821,1.34826,127
1771477740,1.34826,1.34826,1.34809,1.34821,162
